source_pkg,source_pkg_go_version,source_pkg_origin,source_func,source_func_name,source_func_signature,target_pkg,target_pkg_go_version,target_pkg_origin,target_func,target_func_name,target_func_signature
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",github.com/picatz/taint,go1.24.4,github.com,github.com/picatz/taint.Check,Check,"func(cg *golang.org/x/tools/go/callgraph.Graph, sources github.com/picatz/taint.Sources, sinks github.com/picatz/taint.Sinks) github.com/picatz/taint.Results"
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Common,Common,func() *golang.org/x/tools/go/ssa.CallCommon
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Common,Common,func() *golang.org/x/tools/go/ssa.CallCommon
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.CallCommon).Signature,Signature,func() *go/types.Signature
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",go/types,go1.25.0,stdlib,(*go/types.Signature).Recv,Recv,func() *go/types.Var
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Value,Value,func() *golang.org/x/tools/go/ssa.Call
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).String,String,func() string
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",strings,go1.25.0,stdlib,strings.HasSuffix,HasSuffix,"func(s string, suffix string) bool"
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Pos,Pos,func() go/token.Pos
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",golang.org/x/tools/go/analysis,go1.23.0,golang.org,(*golang.org/x/tools/go/analysis.Pass).Reportf,Reportf,"func(pos go/token.Pos, format string, args ...any)"
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Common,Common,func() *golang.org/x/tools/go/ssa.CallCommon
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Common,Common,func() *golang.org/x/tools/go/ssa.CallCommon
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.CallInstruction).Value,Value,func() *golang.org/x/tools/go/ssa.Call
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).String,String,func() string
github.com/picatz/taint/sql/injection,go1.24.4,github.com,github.com/picatz/taint/sql/injection.run,run,"func(pass *golang.org/x/tools/go/analysis.Pass) (any, error)",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Pos,Pos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*encoding/asn1.ObjectIdentifier).String,String,func() string,encoding/asn1,go1.25.0,stdlib,(encoding/asn1.ObjectIdentifier).String,String,func() string
unknown,go1.25.0,stdlib,(*go/types.Var).setParent,setParent,func(parent *go/types.Scope),go/types,go1.25.0,stdlib,(*go/types.object).setParent,setParent,func(parent *go/types.Scope)
unknown,go1.25.0,stdlib,(*crypto/x509/pkix.Name).String,String,func() string,crypto/x509/pkix,go1.25.0,stdlib,(crypto/x509/pkix.Name).String,String,func() string
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.Call).Parent,Parent,func() *golang.org/x/tools/go/ssa.Function,golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.anInstruction).Parent,Parent,func() *golang.org/x/tools/go/ssa.Function
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Reverse,Reverse,func(v bool) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Reverse,Reverse,func(v bool) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*net.IP).Mask,Mask,func(mask net.IPMask) net.IP,net,go1.25.0,stdlib,(net.IP).Mask,Mask,func(mask net.IPMask) net.IP
unknown,go1.25.0,stdlib,(github.com/muesli/termenv.Output).String,String,func(s ...string) github.com/muesli/termenv.Style,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Profile).String,String,func(s ...string) github.com/muesli/termenv.Style
unknown,go1.25.0,stdlib,(*go/types.termlist).intersect,intersect,func(yl go/types.termlist) go/types.termlist,go/types,go1.25.0,stdlib,(go/types.termlist).intersect,intersect,func(yl go/types.termlist) go/types.termlist
unknown,go1.25.0,stdlib,(*time.Time).appendStrictRFC3339,appendStrictRFC3339,"func(b []byte) ([]byte, error)",time,go1.25.0,stdlib,(time.Time).appendStrictRFC3339,appendStrictRFC3339,"func(b []byte) ([]byte, error)"
unknown,go1.25.0,stdlib,(*go/types.PkgName).color,color,func() go/types.color,go/types,go1.25.0,stdlib,(*go/types.object).color,color,func() go/types.color
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.findFunctionInField,findFunctionInField,"func(fieldAddr *golang.org/x/tools/go/ssa.FieldAddr, allFns map[*golang.org/x/tools/go/ssa.Function]bool) *golang.org/x/tools/go/ssa.Function",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.findFunctionInField,findFunctionInField,"func(fieldAddr *golang.org/x/tools/go/ssa.FieldAddr, allFns map[*golang.org/x/tools/go/ssa.Function]bool) *golang.org/x/tools/go/ssa.Function",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.findFunctionInField,findFunctionInField,"func(fieldAddr *golang.org/x/tools/go/ssa.FieldAddr, allFns map[*golang.org/x/tools/go/ssa.Function]bool) *golang.org/x/tools/go/ssa.Function",go/types,go1.25.0,stdlib,go/types.Identical,Identical,"func(x go/types.Type, y go/types.Type) bool"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.findFunctionInField,findFunctionInField,"func(fieldAddr *golang.org/x/tools/go/ssa.FieldAddr, allFns map[*golang.org/x/tools/go/ssa.Function]bool) *golang.org/x/tools/go/ssa.Function",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Type,Type,func() go/types.Type
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.findFunctionInField,findFunctionInField,"func(fieldAddr *golang.org/x/tools/go/ssa.FieldAddr, allFns map[*golang.org/x/tools/go/ssa.Function]bool) *golang.org/x/tools/go/ssa.Function",unknown,go1.25.0,stdlib,(golang.org/x/tools/go/ssa.Value).Type,Type,func() go/types.Type
unknown,go1.25.0,stdlib,(*math/big.nat).mulRange,mulRange,"func(stk *math/big.stack, a uint64, b uint64) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).mulRange,mulRange,"func(stk *math/big.stack, a uint64, b uint64) math/big.nat"
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.FieldAddr).Referrers,Referrers,func() *[]golang.org/x/tools/go/ssa.Instruction,golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).Referrers,Referrers,func() *[]golang.org/x/tools/go/ssa.Instruction
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.props).set,set,func(k github.com/charmbracelet/lipgloss.propKey) github.com/charmbracelet/lipgloss.props,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.props).set,set,func(k github.com/charmbracelet/lipgloss.propKey) github.com/charmbracelet/lipgloss.props
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.makeRawTerminal$1,makeRawTerminal$1,func(),golang.org/x/term,go1.23.0,golang.org,golang.org/x/term.Restore,Restore,"func(fd int, oldState *golang.org/x/term.State) error"
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetBorderBottomForeground,UnsetBorderBottomForeground,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetBorderBottomForeground,UnsetBorderBottomForeground,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).MaxHeight,MaxHeight,func(n int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).MaxHeight,MaxHeight,func(n int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*net/textproto.MIMEHeader).Del,Del,func(key string),net/textproto,go1.25.0,stdlib,(net/textproto.MIMEHeader).Del,Del,func(key string)
unknown,go1.25.0,stdlib,(*go/types.Var).setOrder,setOrder,func(order uint32),go/types,go1.25.0,stdlib,(*go/types.object).setOrder,setOrder,func(order uint32)
unknown,go1.25.0,stdlib,(*math/big.nat).norm,norm,func() math/big.nat,math/big,go1.25.0,stdlib,(math/big.nat).norm,norm,func() math/big.nat
unknown,go1.25.0,stdlib,(*go/types.PkgName).Pos,Pos,func() go/token.Pos,go/types,go1.25.0,stdlib,(*go/types.object).Pos,Pos,func() go/token.Pos
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.whitespace).render,render,func(width int) string,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.whitespace).render,render,func(width int) string
unknown,go1.25.0,stdlib,(*net.IP).IsLoopback,IsLoopback,func() bool,net,go1.25.0,stdlib,(net.IP).IsLoopback,IsLoopback,func() bool
unknown,go1.25.0,stdlib,(*crypto.Hash).Size,Size,func() int,crypto,go1.25.0,stdlib,(crypto.Hash).Size,Size,func() int
unknown,go1.25.0,stdlib,(*crypto/x509.SignatureAlgorithm).isRSAPSS,isRSAPSS,func() bool,crypto/x509,go1.25.0,stdlib,(crypto/x509.SignatureAlgorithm).isRSAPSS,isRSAPSS,func() bool
unknown,go1.25.0,stdlib,(*time.Time).Add,Add,func(d time.Duration) time.Time,time,go1.25.0,stdlib,(time.Time).Add,Add,func(d time.Duration) time.Time
unknown,go1.25.0,stdlib,(*math/big.nat).or,or,"func(x math/big.nat, y math/big.nat) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).or,or,"func(x math/big.nat, y math/big.nat) math/big.nat"
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.Alloc).Name,Name,func() string,golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).Name,Name,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnderlineSpaces,UnderlineSpaces,func(v bool) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnderlineSpaces,UnderlineSpaces,func(v bool) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.TypeAndValue).IsVoid,IsVoid,func() bool,go/types,go1.25.0,stdlib,(go/types.TypeAndValue).IsVoid,IsVoid,func() bool
unknown,go1.25.0,stdlib,(*go/types.Builtin).setType,setType,func(typ go/types.Type),go/types,go1.25.0,stdlib,(*go/types.object).setType,setType,func(typ go/types.Type)
unknown,go1.25.0,stdlib,(*go/types.Var).Pkg,Pkg,func() *go/types.Package,go/types,go1.25.0,stdlib,(*go/types.object).Pkg,Pkg,func() *go/types.Package
unknown,go1.25.0,stdlib,(*go/types.termlist).norm,norm,func() go/types.termlist,go/types,go1.25.0,stdlib,(go/types.termlist).norm,norm,func() go/types.termlist
unknown,go1.25.0,stdlib,(*crypto/x509.OID).AppendText,AppendText,"func(b []byte) ([]byte, error)",crypto/x509,go1.25.0,stdlib,(crypto/x509.OID).AppendText,AppendText,"func(b []byte) ([]byte, error)"
unknown,go1.25.0,stdlib,(*go/ast.ObjKind).String,String,func() string,go/ast,go1.25.0,stdlib,(go/ast.ObjKind).String,String,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Foreground,Foreground,func(c github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Foreground,Foreground,func(c github.com/charmbracelet/lipgloss.TerminalColor) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.termlist).equal,equal,func(yl go/types.termlist) bool,go/types,go1.25.0,stdlib,(go/types.termlist).equal,equal,func(yl go/types.termlist) bool
unknown,go1.25.0,stdlib,(*net.IP).IsMulticast,IsMulticast,func() bool,net,go1.25.0,stdlib,(net.IP).IsMulticast,IsMulticast,func() bool
unknown,go1.25.0,stdlib,(*go/token.Token).IsLiteral,IsLiteral,func() bool,go/token,go1.25.0,stdlib,(go/token.Token).IsLiteral,IsLiteral,func() bool
unknown,go1.25.0,stdlib,(*net/http.Header).Write,Write,func(w io.Writer) error,net/http,go1.25.0,stdlib,(net/http.Header).Write,Write,func(w io.Writer) error
unknown,go1.25.0,stdlib,(*go/types.TypeName).color,color,func() go/types.color,go/types,go1.25.0,stdlib,(*go/types.object).color,color,func() go/types.color
unknown,go1.25.0,stdlib,(*time.absCentury).leap,leap,func(cyear time.absCyear) time.absLeap,time,go1.25.0,stdlib,(time.absCentury).leap,leap,func(cyear time.absCyear) time.absLeap
unknown,go1.25.0,stdlib,(*go/types.Label).setType,setType,func(typ go/types.Type),go/types,go1.25.0,stdlib,(*go/types.object).setType,setType,func(typ go/types.Type)
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).UnsetPadding,UnsetPadding,func() github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).UnsetPadding,UnsetPadding,func() github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*go/types.TypeName).Id,Id,func() string,go/types,go1.25.0,stdlib,(*go/types.object).Id,Id,func() string
unknown,go1.25.0,stdlib,(*time.absMonth).month,month,func(janFeb time.absJanFeb) time.Month,time,go1.25.0,stdlib,(time.absMonth).month,month,func(janFeb time.absJanFeb) time.Month
unknown,go1.25.0,stdlib,(*math/big.nat).cmp,cmp,func(y math/big.nat) (r int),math/big,go1.25.0,stdlib,(math/big.nat).cmp,cmp,func(y math/big.nat) (r int)
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/types/typeutil.Hasher).Hash,Hash,func(t go/types.Type) uint32,golang.org/x/tools/go/types/typeutil,go1.23.0,golang.org,(golang.org/x/tools/go/types/typeutil.Hasher).Hash,Hash,func(t go/types.Type) uint32
unknown,go1.25.0,stdlib,(*go/types.Const).Id,Id,func() string,go/types,go1.25.0,stdlib,(*go/types.object).Id,Id,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Border).GetBottomSize,GetBottomSize,func() int,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Border).GetBottomSize,GetBottomSize,func() int
unknown,go1.25.0,stdlib,(*time.Time).Day,Day,func() int,time,go1.25.0,stdlib,(time.Time).Day,Day,func() int
unknown,go1.25.0,stdlib,(*go/types.Label).cmp,cmp,func(b *go/types.object) int,go/types,go1.25.0,stdlib,(*go/types.object).cmp,cmp,func(b *go/types.object) int
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetFaint,GetFaint,func() bool,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetFaint,GetFaint,func() bool
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).DisableBracketedPaste,DisableBracketedPaste,func(),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).DisableBracketedPaste,DisableBracketedPaste,func()
unknown,go1.25.0,stdlib,(*go/types.TypeName).setOrder,setOrder,func(order uint32),go/types,go1.25.0,stdlib,(*go/types.object).setOrder,setOrder,func(order uint32)
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).CursorPrevLine,CursorPrevLine,func(n int),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).CursorPrevLine,CursorPrevLine,func(n int)
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,github.com/picatz/taint/cmd/taint.init$2$1,init$2$1,"func(fset *go/token.FileSet, filename string, src []byte) (*go/ast.File, error)",go/parser,go1.25.0,stdlib,go/parser.ParseFile,ParseFile,"func(fset *go/token.FileSet, filename string, src any, mode go/parser.Mode) (f *go/ast.File, err error)"
unknown,go1.25.0,stdlib,(*go/types.PkgName).setType,setType,func(typ go/types.Type),go/types,go1.25.0,stdlib,(*go/types.object).setType,setType,func(typ go/types.Type)
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Margin,Margin,func(i ...int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Margin,Margin,func(i ...int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetHorizontalPadding,GetHorizontalPadding,func() int,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetHorizontalPadding,GetHorizontalPadding,func() int
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).MarginRight,MarginRight,func(i int) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).MarginRight,MarginRight,func(i int) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.FieldAddr).setNum,setNum,func(num int),golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).setNum,setNum,func(num int)
unknown,go1.25.0,stdlib,(*time.Duration).Minutes,Minutes,func() float64,time,go1.25.0,stdlib,(time.Duration).Minutes,Minutes,func() float64
unknown,go1.25.0,stdlib,(*net.IP).IsLinkLocalMulticast,IsLinkLocalMulticast,func() bool,net,go1.25.0,stdlib,(net.IP).IsLinkLocalMulticast,IsLinkLocalMulticast,func() bool
unknown,go1.25.0,stdlib,(*go/types.Builtin).sameId,sameId,"func(pkg *go/types.Package, name string, foldCase bool) bool",go/types,go1.25.0,stdlib,(*go/types.object).sameId,sameId,"func(pkg *go/types.Package, name string, foldCase bool) bool"
github.com/picatz/taint/cmd/taint,go1.24.4,github.com,(github.com/picatz/taint/cmd/taint.commands).eval$2,eval$2,func(f *flag.Flag),flag,go1.25.0,stdlib,flag.String,String,"func(name string, value string, usage string) *string"
unknown,go1.25.0,stdlib,(*go/token.Token).String,String,func() string,go/token,go1.25.0,stdlib,(go/token.Token).String,String,func() string
unknown,go1.25.0,stdlib,(*math/big.nat).mulAddWW,mulAddWW,"func(x math/big.nat, y math/big.Word, r math/big.Word) math/big.nat",math/big,go1.25.0,stdlib,(math/big.nat).mulAddWW,mulAddWW,"func(x math/big.nat, y math/big.Word, r math/big.Word) math/big.nat"
unknown,go1.25.0,stdlib,(*time.Duration).String,String,func() string,time,go1.25.0,stdlib,(time.Duration).String,String,func() string
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).GetBackground,GetBackground,func() github.com/charmbracelet/lipgloss.TerminalColor,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).GetBackground,GetBackground,func() github.com/charmbracelet/lipgloss.TerminalColor
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Profile).FromColor,FromColor,func(c image/color.Color) github.com/muesli/termenv.Color,github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Profile).FromColor,FromColor,func(c image/color.Color) github.com/muesli/termenv.Color
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",encoding/csv,go1.25.0,stdlib,encoding/csv.NewWriter,NewWriter,func(w io.Writer) *encoding/csv.Writer
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",encoding/csv,go1.25.0,stdlib,(*encoding/csv.Writer).Flush,Flush,func()
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",encoding/csv,go1.25.0,stdlib,(*encoding/csv.Writer).Write,Write,func(record []string) error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.getNodeInfo,getNodeInfo,"func(n *golang.org/x/tools/go/callgraph.Node) (*github.com/picatz/taint/callgraphutil.nodeInfo, error)"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.getNodeInfo,getNodeInfo,"func(n *golang.org/x/tools/go/callgraph.Node) (*github.com/picatz/taint/callgraphutil.nodeInfo, error)"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,(*github.com/picatz/taint/callgraphutil.nodeInfo).CSV,CSV,func() []string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",github.com/picatz/taint/callgraphutil,go1.24.4,github.com,(*github.com/picatz/taint/callgraphutil.nodeInfo).CSV,CSV,func() []string
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",encoding/csv,go1.25.0,stdlib,(*encoding/csv.Writer).Write,Write,func(record []string) error
github.com/picatz/taint/callgraphutil,go1.24.4,github.com,github.com/picatz/taint/callgraphutil.WriteCSV,WriteCSV,"func(w io.Writer, g *golang.org/x/tools/go/callgraph.Graph) error",fmt,go1.25.0,stdlib,fmt.Errorf,Errorf,"func(format string, a ...any) error"
unknown,go1.25.0,stdlib,(*github.com/picatz/taint/callgraphutil.Paths).Shortest,Shortest,func() github.com/picatz/taint/callgraphutil.Path,github.com/picatz/taint/callgraphutil,go1.24.4,github.com,(github.com/picatz/taint/callgraphutil.Paths).Shortest,Shortest,func() github.com/picatz/taint/callgraphutil.Path
unknown,go1.25.0,stdlib,(*github.com/charmbracelet/lipgloss.Style).Renderer,Renderer,func(r *github.com/charmbracelet/lipgloss.Renderer) github.com/charmbracelet/lipgloss.Style,github.com/charmbracelet/lipgloss,go1.18,github.com,(github.com/charmbracelet/lipgloss.Style).Renderer,Renderer,func(r *github.com/charmbracelet/lipgloss.Renderer) github.com/charmbracelet/lipgloss.Style
unknown,go1.25.0,stdlib,(*golang.org/x/tools/go/ssa.Alloc).setPos,setPos,func(pos go/token.Pos),golang.org/x/tools/go/ssa,go1.23.0,golang.org,(*golang.org/x/tools/go/ssa.register).setPos,setPos,func(pos go/token.Pos)
unknown,go1.25.0,stdlib,(*math/big.nat).probablyPrimeLucas,probablyPrimeLucas,func(stk *math/big.stack) bool,math/big,go1.25.0,stdlib,(math/big.nat).probablyPrimeLucas,probablyPrimeLucas,func(stk *math/big.stack) bool
unknown,go1.25.0,stdlib,(*github.com/muesli/termenv.Output).SetWindowTitle,SetWindowTitle,func(title string),github.com/muesli/termenv,go1.17,github.com,(github.com/muesli/termenv.Output).SetWindowTitle,SetWindowTitle,func(title string)
unknown,go1.25.0,stdlib,(*encoding/asn1.BitString).RightAlign,RightAlign,func() []byte,encoding/asn1,go1.25.0,stdlib,(encoding/asn1.BitString).RightAlign,RightAlign,func() []byte
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.init,init,func(),database/sql,go1.25.0,stdlib,database/sql.init,init,func()
github.com/picatz/taint/cmd/taint/example,go1.24.4,github.com,github.com/picatz/taint/cmd/taint/example.init,init,func(),net/http,go1.25.0,stdlib,net/http.init,init,func()
unknown,go1.25.0,stdlib,(*go/types.Label).setOrder,setOrder,func(order uint32),go/types,go1.25.0,stdlib,(*go/types.object).setOrder,setOrder,func(order uint32)
